LineId,Time,Program,Content,EventId,EventTemplate,variables
1719,07.26 21:50:06,Dropbox.exe,"client-cf.dropbox.com:443 close, 9985 bytes (9.75 KB) sent, 9719 bytes (9.49 KB) received, lifetime 01:27",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['client-cf.dropbox.com:443', '9.75', '9.49', '01:27', 'KB', 'KB'], '9985', '9719']"
1720,07.26 21:50:07,Dropbox.exe,"client-cf.dropbox.com:443 close, 22083 bytes (21.5 KB) sent, 71944 bytes (70.2 KB) received, lifetime 01:28",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['client-cf.dropbox.com:443', '21.5', '70.2', '01:28', 'KB', 'KB'], '22083', '71944']"
1721,07.26 21:51:36,chrome.exe *64,github.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['github.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1722,07.26 21:52:45,chrome.exe *64,avatars0.githubusercontent.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['avatars0.githubusercontent.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1723,07.26 21:52:46,chrome.exe *64,collector.githubapp.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['collector.githubapp.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1724,07.26 21:53:01,chrome.exe *64,"api.github.com:443 close, 328 bytes sent, 3642 bytes (3.55 KB) received, lifetime 00:15",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['api.github.com:443', '3.55', '00:15', 'KB'], '328', '3642']"
1725,07.26 21:53:24,chrome.exe *64,"avatars0.githubusercontent.com:443 close, 335 bytes sent, 4369 bytes (4.26 KB) received, lifetime 00:39",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['avatars0.githubusercontent.com:443', '4.26', '00:39', 'KB'], '335', '4369']"
1726,07.26 21:53:24,chrome.exe *64,"avatars0.githubusercontent.com:443 close, 568 bytes sent, 160 bytes received, lifetime 00:39",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['avatars0.githubusercontent.com:443', '00:39'], '568', '160']"
1727,07.26 21:55:16,WeChat.exe,"203.205.151.204:80 close, 357 bytes sent, 484 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', '203.205.151.204:80'], '357', '484']"
1728,07.26 22:01:22,Dropbox.exe,d.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['d.dropbox.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1729,07.26 22:01:31,msfeedssync.exe *64,go.microsoft.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['go.microsoft.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1730,07.26 22:01:31,msfeedssync.exe *64,rssgov.windows.microsoft.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['rssgov.windows.microsoft.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1731,07.26 22:01:32,msfeedssync.exe *64,"go.microsoft.com:80 close, 717 bytes sent, 357 bytes received, lifetime 00:01",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['go.microsoft.com:80', '00:01'], '717', '357']"
1732,07.26 22:02:23,Dropbox.exe,"d.dropbox.com:443 close, 6579 bytes (6.42 KB) sent, 5944 bytes (5.80 KB) received, lifetime 01:01",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['d.dropbox.com:443', '6.42', '5.80', '01:01', 'KB', 'KB'], '6579', '5944']"
1733,07.26 22:02:49,chrome.exe *64,www.google.com.hk:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['www.google.com.hk:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1734,07.26 22:02:53,chrome.exe *64,clients5.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['clients5.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1735,07.26 22:02:54,chrome.exe *64,www.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['www.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1736,07.26 22:02:56,chrome.exe *64,clients4.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['clients4.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1737,07.26 22:03:11,chrome.exe *64,"15.client-channel.google.com:443 close, 474 bytes sent, 4464 bytes (4.35 KB) received, lifetime 00:11",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['15.client-channel.google.com:443', '4.35', '00:11', 'KB'], '474', '4464']"
1738,07.26 22:05:04,QQProtectUpd.exe,"qd-update.qq.com:8080 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403",E5,"<*> error : Could not connect through proxy <*> - Proxy server cannot establish a connection with the target, status code <*>","[['qd-update.qq.com:8080', 'proxy.cse.cuhk.edu.hk:5070']]"
1739,07.26 22:05:05,SogouCloud.exe,security.ie.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['security.ie.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1740,07.26 22:05:59,chrome.exe *64,"play.google.com:443 close, 40925 bytes (39.9 KB) sent, 33398 bytes (32.6 KB) received, lifetime 30:55",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['play.google.com:443', '39.9', '32.6', '30:55', 'KB', 'KB'], '40925', '33398']"
1741,07.26 22:05:59,chrome.exe *64,"people-pa.clients6.google.com:443 close, 1836 bytes (1.79 KB) sent, 4868 bytes (4.75 KB) received, lifetime 03:00",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['people-pa.clients6.google.com:443', '1.79', '4.75', '03:00', 'KB', 'KB'], '1836', '4868']"
1742,07.26 22:05:59,chrome.exe *64,"www.google.com.hk:443 close, 4710 bytes (4.59 KB) sent, 71939 bytes (70.2 KB) received, lifetime 03:10",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['www.google.com.hk:443', '4.59', '70.2', '03:10', 'KB', 'KB'], '4710', '71939']"
1743,07.26 22:06:02,SGTool.exe,"info.pinyin.sogou.com:80 close, 1041 bytes (1.01 KB) sent, 607 bytes received, lifetime 00:04",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['info.pinyin.sogou.com:80', '1.01', '00:04', 'KB'], '607', '1041']"
1744,07.26 22:06:02,SGTool.exe,config.pinyin.sogou.com:80 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy closed the connection unexpectedly.,E4,<*> error : Could not connect through proxy <*> - Proxy closed the connection unexpectedly.,"[['config.pinyin.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1745,07.27 03:00:17,Dropbox.exe,client.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,E6,<*> error : Could not connect to proxy <*> - Could not resolve <*> error <*>,"[['client.dropbox.com:443', 'proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk'], '<*>', '<*>', '<*>']"
1746,07.27 03:00:18,Dropbox.exe,client-cf.dropbox.com:443 error : A connection request was canceled before the completion.,E3,<*> error : A connection request was canceled before the completion.,[['client-cf.dropbox.com:443']]
1747,07.27 03:00:19,Dropbox.exe,bolt.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['bolt.dropbox.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1748,07.27 03:00:20,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['get.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1749,07.27 03:00:21,chrome.exe *64,clients5.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['clients5.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1750,07.27 03:00:21,chrome.exe *64,clients5.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['clients5.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1751,07.27 03:00:21,chrome.exe *64,clients5.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['clients5.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1752,07.27 03:00:21,chrome.exe *64,hangouts.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['hangouts.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1753,07.27 03:00:21,chrome.exe *64,clientservices.googleapis.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['clientservices.googleapis.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1754,07.27 03:00:21,chrome.exe *64,clients5.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['clients5.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1755,07.27 03:00:21,chrome.exe *64,clients5.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['clients5.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1756,07.27 03:00:21,chrome.exe *64,play.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['play.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1757,07.27 03:00:27,Dropbox.exe,"bolt.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'bolt.dropbox.com:443'], '0', '0']"
1758,07.27 03:00:29,chrome.exe *64,ssl.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['ssl.gstatic.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1759,07.27 03:00:34,SogouCloud.exe,"get.sogou.com:80 close, 651 bytes sent, 328 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'get.sogou.com:80'], '651', '328']"
1760,07.27 03:01:09,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['get.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1761,07.27 03:01:10,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['get.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1762,07.27 03:01:10,SogouCloud.exe,"get.sogou.com:80 close, 671 bytes sent, 328 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'get.sogou.com:80'], '328', '671']"
1763,07.27 03:01:20,Dropbox.exe,"client-lb.dropbox.com:443 close, 1531 bytes (1.49 KB) sent, 16765 bytes (16.3 KB) received, lifetime 01:01",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['client-lb.dropbox.com:443', '1.49', '16.3', '01:01', 'KB', 'KB'], '1531', '16765']"
1764,07.27 03:05:27,YodaoDict.exe,"dict.youdao.com:80 close, 941 bytes sent, 163 bytes received, lifetime 05:00",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['dict.youdao.com:80', '05:00'], '941', '163']"
1765,07.27 03:05:29,chrome.exe *64,"clients2.google.com:443 close, 733 bytes sent, 292 bytes received, lifetime 04:00",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['clients2.google.com:443', '04:00'], '733', '292']"
1766,07.27 03:12:24,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['clients6.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1767,07.27 03:15:43,chrome.exe *64,mtalk.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['mtalk.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1768,07.27 03:25:29,chrome.exe *64,clients2.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['clients2.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1769,07.27 03:35:18,chrome.exe *64,play.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['play.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1770,07.27 03:36:32,chrome.exe *64,mail.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['mail.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1771,07.27 03:47:56,Dropbox.exe,"client-cf.dropbox.com:443 close, 5129 bytes (5.00 KB) sent, 17049 bytes (16.6 KB) received, lifetime 01:01",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['client-cf.dropbox.com:443', '5.00', '16.6', '01:01', 'KB', 'KB'], '5129', '17049']"
1772,07.27 04:00:12,SogouCloud.exe,"security.ie.sogou.com:80 close, 735 bytes sent, 184 bytes received, lifetime 00:01",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['security.ie.sogou.com:80', '00:01'], '184', '735']"
1773,07.27 04:00:18,Dropbox.exe,"client-cf.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'client-cf.dropbox.com:443'], '0', '0']"
1774,07.27 04:00:27,Dropbox.exe,d.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['d.dropbox.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1775,07.27 04:01:40,SGTool.exe,"config.pinyin.sogou.com:80 close, 545 bytes sent, 278 bytes received, lifetime 01:05",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['config.pinyin.sogou.com:80', '01:05'], '278', '545']"
1776,07.27 04:05:01,QQProtectUpd.exe,qdun-data.qq.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['qdun-data.qq.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1777,07.27 04:09:24,chrome.exe *64,"play.google.com:443 close, 8399 bytes (8.20 KB) sent, 9521 bytes (9.29 KB) received, lifetime 09:01",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['play.google.com:443', '8.20', '9.29', '09:01', 'KB', 'KB'], '8399', '9521']"
1778,07.27 04:12:38,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['clients6.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1779,07.27 04:17:03,chrome.exe *64,"mtalk.google.com:5228 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403",E5,"<*> error : Could not connect through proxy <*> - Proxy server cannot establish a connection with the target, status code <*>","[['mtalk.google.com:5228', 'proxy.cse.cuhk.edu.hk:5070']]"
1780,07.27 04:19:13,chrome.exe *64,"www.evernote.com:443 close, 2214 bytes (2.16 KB) sent, 5451 bytes (5.32 KB) received, lifetime 04:00",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['www.evernote.com:443', '2.16', '5.32', '04:00', 'KB', 'KB'], '2214', '5451']"
1781,07.27 04:19:15,Dropbox.exe,"d.dropbox.com:443 close, 1821 bytes (1.77 KB) sent, 4970 bytes (4.85 KB) received, lifetime 01:01",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['d.dropbox.com:443', '1.77', '4.85', '01:01', 'KB', 'KB'], '1821', '4970']"
1782,07.27 04:19:49,chrome.exe *64,"play.google.com:443 close, 6339 bytes (6.19 KB) sent, 3969 bytes (3.87 KB) received, lifetime 04:22",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['play.google.com:443', '6.19', '3.87', '04:22', 'KB', 'KB'], '6339', '3969']"
1783,07.27 04:19:50,chrome.exe *64,"www.googleadservices.com:443 close, 1188 bytes (1.16 KB) sent, 5007 bytes (4.88 KB) received, lifetime 04:00",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['www.googleadservices.com:443', '1.16', '4.88', '04:00', 'KB', 'KB'], '1188', '5007']"
1784,07.27 04:38:15,chrome.exe *64,"mtalk.google.com:5228 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403",E5,"<*> error : Could not connect through proxy <*> - Proxy server cannot establish a connection with the target, status code <*>","[['mtalk.google.com:5228', 'proxy.cse.cuhk.edu.hk:5070']]"
1785,07.27 04:44:20,chrome.exe *64,"clients4.google.com:443 close, 1738 bytes (1.69 KB) sent, 487 bytes received, lifetime 04:00",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['clients4.google.com:443', '1.69', '04:00', 'KB'], '1738', '487']"
1786,07.27 04:51:30,chrome.exe *64,play.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['play.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1787,07.27 04:53:56,chrome.exe *64,"clients6.google.com:443 close, 2867 bytes (2.79 KB) sent, 1014 bytes received, lifetime 05:12",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['clients6.google.com:443', '2.79', '05:12', 'KB'], '1014', '2867']"
1788,07.27 05:00:13,SogouCloud.exe,"security.ie.sogou.com:80 close, 691 bytes sent, 184 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'security.ie.sogou.com:80'], '184', '691']"
1789,07.27 05:00:22,Dropbox.exe,"block.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'block.dropbox.com:443'], '0', '0']"
1790,07.27 05:00:49,SGTool.exe,info.pinyin.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['info.pinyin.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1791,07.27 05:00:50,SGTool.exe,tc.dl.pinyin.sogoucdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['tc.dl.pinyin.sogoucdn.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1792,07.27 05:00:52,SGTool.exe,tc.dl.pinyin.sogoucdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['tc.dl.pinyin.sogoucdn.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1793,07.27 05:00:53,SGTool.exe,tc.dl.pinyin.sogoucdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['tc.dl.pinyin.sogoucdn.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1794,07.27 05:00:53,SGTool.exe,"tc.dl.pinyin.sogoucdn.com:80 close, 158 bytes sent, 33899 bytes (33.1 KB) received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'tc.dl.pinyin.sogoucdn.com:80', '33.1', 'KB'], '158', '33899']"
1795,07.27 05:00:55,SGTool.exe,"tc.dl.pinyin.sogoucdn.com:80 close, 158 bytes sent, 46624 bytes (45.5 KB) received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'tc.dl.pinyin.sogoucdn.com:80', '45.5', 'KB'], '158', '46624']"
1796,07.27 05:01:12,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['get.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1797,07.27 05:02:32,chrome.exe *64,"qa.sockets.stackexchange.com:443 close, 4755 bytes (4.64 KB) sent, 4917 bytes (4.80 KB) received, lifetime 02:02:11",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['qa.sockets.stackexchange.com:443', '4.64', '4.80', '02:02:11', 'KB', 'KB'], '4755', '4917']"
1798,07.27 05:04:15,chrome.exe *64,"www.evernote.com:443 close, 2485 bytes (2.42 KB) sent, 2359 bytes (2.30 KB) received, lifetime 04:01",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['www.evernote.com:443', '2.42', '2.30', '04:01', 'KB', 'KB'], '2485', '2359']"
1799,07.27 05:04:38,chrome.exe *64,"13.client-channel.google.com:443 close, 14267 bytes (13.9 KB) sent, 36698 bytes (35.8 KB) received, lifetime 48:06",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['13.client-channel.google.com:443', '13.9', '35.8', '48:06', 'KB', 'KB'], '14267', '36698']"
1800,07.27 05:05:50,chrome.exe *64,qa.sockets.stackexchange.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['qa.sockets.stackexchange.com:443', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
1801,07.27 05:05:51,chrome.exe *64,13.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['13.client-channel.google.com:443', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
1802,07.27 05:05:52,chrome.exe *64,13.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['13.client-channel.google.com:443', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
1803,07.27 05:05:52,chrome.exe *64,13.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['13.client-channel.google.com:443', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
1804,07.27 05:05:53,chrome.exe *64,www.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['www.google.com:443', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
1805,07.27 05:05:53,Dropbox.exe,client-cf.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['client-cf.dropbox.com:443', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
1806,07.27 05:05:54,chrome.exe *64,qa.sockets.stackexchange.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['qa.sockets.stackexchange.com:443', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
1807,07.27 05:05:54,chrome.exe *64,16.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['16.client-channel.google.com:443', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
1808,07.27 05:05:56,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['bolt.dropbox.com:443', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
1809,07.27 05:06:01,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['bolt.dropbox.com:443', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
1810,07.27 05:06:08,chrome.exe *64,www.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['www.google.com:443', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
1811,07.27 05:06:09,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['bolt.dropbox.com:443', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
1812,07.27 05:06:13,chrome.exe *64,16.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['16.client-channel.google.com:443', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
1813,07.27 05:06:15,chrome.exe *64,www.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['www.google.com:443', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
1814,07.27 05:06:22,chrome.exe *64,mtalk.google.com:5228 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['mtalk.google.com:5228', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
1815,07.27 05:06:32,chrome.exe *64,www.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,E7,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,"[['www.google.com:443', 'proxy.cse.cuhk.edu.hk:5070'], '<*>', '<*>']"
